index,palce,url,is_accessibility,rating,n_reviews,address,price,idx_category,description,lat,long,Coordinate,Is_accessibility,category
100,Gili Putih Sumberkima,"https://www.google.com/maps/place/Gili+Putih+Sumberkima/@-8.3080765,113.9412762,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd1699754aff9d9:0x7c909cc5a292c770!8m2!3d-8.1199862!4d114.6049661!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU41TVhJMlFqUlJSUkFC4AEA!16s%2Fg%2F11f5wcwtgg?entry=ttu",0,4.6,199,"Sumberkima, Kabupaten Buleleng, Bali 81155",15000,1,"Gili Putih Sumberkima is a small white sand island that appears at low tide, offering stunning views of the sea and a favorite spot for photography. The island is known for its beautiful white sand that contrasts with the clear blue sea water, making it an ideal place to snorkel, picnic and enjoy the beauty of nature without distractions.",-8.079039193,114.605949,"-8.079039193119602, 114.6059490305543",FALSE,Tujuan Wisata
101,Belimbing Rice Terraces,"https://www.google.com/maps/place/Belimbing+Rice+Terraces/@-8.4210424,115.0276814,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2293334ddfcc9:0x1536c069a506e2ab!8m2!3d-8.4210424!4d115.0302563!16s%2Fg%2F11c1v1qllq?entry=ttu",0,4.6,546,"Suradadi, Belimbing Village, Tabanan 82361, Jl. Raya Belimbing, Belimbing, Kec. Pupuan, Kabupaten Tabanan, Bali 82163",15000,1,"The rice terraces in Belimbing offer stunning views of the green landscape against a backdrop of mountains and lush forests. These rice terraces are famous for their beautiful and regular shapes, creating stunning patterns on the hillsides. Belimbing Village is the perfect place to take a leisurely stroll, enjoy Bali's natural beauty, and experience the tranquil rural life. In addition to the rice fields, visitors can also explore the clove groves and coffee plantations around the area.",-8.420803604,115.0301705,"-8.420803603732933, 115.0301704693142",FALSE,Tujuan Wisata
102,Patung Dewa Ruci,"https://www.google.com/maps/place/Patung+Dewa+Ruci/@-8.721678,115.1647049,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd246b18afbab51:0xfc0331c285cda96d!8m2!3d-8.721678!4d115.1827293!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEJc2N1bHB0dXJlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF4ZVdKWVR6aFJSUkFC4AEA!16s%2Fg%2F11bc8djp75?entry=ttu",0,4.6,870,"Jl. Bypass Ngurah Rai No.120 AB, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361",15000,0,"This statue is one of Kuta's iconic landmarks depicting a scene from the epic Mahabharata, where Bima meets Dewa Ruci, a small god who is the personification of wisdom. The statue shows Bima in his struggle to find the meaning of life, with Dewa Ruci teaching him spiritual values. Located at a major crossroads in Kuta, this statue symbolizes strength, wisdom and the importance of spiritual adventure. It is also an attractive spot for photography due to its intricate carving details and strategic position.",-8.720511473,115.1827293,"-8.72051147305133, 115.1827293440104",FALSE,Monumen
103,Obyek Wisata Bedugul,"https://www.google.com/maps/place/Obyek+Wisata+Bedugul/@-8.2840596,115.1690977,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd189715a929dcb:0x80d8c409911b09c2!8m2!3d-8.2840649!4d115.1716726!16s%2Fg%2F11bytnb4s2?entry=ttu",0,4.6,902,"Jl. Puncak Mangu No.1, Batunya, Buleleng, Kabupaten Tabanan, Bali 82191",15000,1,"High-altitude lake with boating & waterskiing, volcano views & waterfront Ulun Danu Beratan Temple.",-8.283698617,115.1717692,"-8.28369861712123, 115.17176915952147",FALSE,Tujuan Wisata
104,Pantai Legian Bali,"https://www.google.com/maps/place/Pantai+Legian+Bali/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd246c1f5547797:0x5449b186be53f213!8m2!3d-8.7091325!4d115.1666683!15sCg5wYW50YWkgZGkgYmFsaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fm%2F0k7hnnl?entry=ttu",0,4.6,985,"Jl. Melasti, Legian, Kec. Kuta, Kabupaten Badung, Bali",15000,2,"A beach known for its good waves for surfing and a quieter atmosphere than neighboring Kuta beach. Legian Beach is a popular place to relax, sunbathe and enjoy the lively nightlife in the vicinity.",-8.666288244,115.1612875,"-8.666288244072051, 115.16128746249895",FALSE,Pantai
105,Patung Titi Banda,"https://www.google.com/maps/place/Patung+Titi+Banda/@-8.6492916,115.237019,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd24075cfb1c9ab:0x504b91c49fa2dafa!8m2!3d-8.6492916!4d115.2550434!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEJc2N1bHB0dXJlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJEYlVwcVQwWlJFQUXgAQA!16s%2Fg%2F11bwyh98t_?entry=ttu",0,4.6,1667,"Jl. Bypass Ngurah Rai No.90, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237",15000,0,"The statue is located at the entrance of Denpasar city and depicts the epic story of Ramayana, where Lord Rama builds a stone bridge to save his wife, Sita, from King Ravana in Lanka. The statue shows Rama and his army building a bridge (Titi Banda) across the ocean. With incredible detail and monumental size, this statue symbolizes courage, sacrifice and hard work. The statue's location near the main highway makes it an attraction that is easily accessible and visible to visitors coming to Denpasar.",-8.648336985,115.2552151,"-8.648336984921178, 115.25521510538192",FALSE,Monumen
106,Patung Bayi,"https://www.google.com/maps/place/Patung+Bayi/@-8.5636848,115.2559021,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd23dfd1300934f:0xbc1f7a464c97e66b!8m2!3d-8.5636848!4d115.2739265!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEIbW9udW1lbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTViVFZRV0dkblJSQULgAQA!16s%2Fg%2F11b6j7y71x?entry=ttu",0,4.6,2026,"C7PF+GHF, Jl. Raya Sakah, Batuan Kaler, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",15000,0,"Striking stone baby statue erected in 1989, linked to a folk myth & believed to have symbolic power.",-8.562729969,115.2740553,"-8.562729969034306, 115.27405529003904",FALSE,Monumen
107,Pantai Gunung Payung,"https://www.google.com/maps/place/Pantai+Gunung+Payung/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd25cc4411888dd:0xe7f1f150a237b7e!8m2!3d-8.8407765!4d115.1998363!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU01Y1dObE0zRm5SUkFC4AEA!16s%2Fg%2F11b6tywgdr?entry=ttu",0,4.6,2588,"Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali",15000,2,"This beach is known as one of Bali's hidden beaches that offers unspoiled and serene natural scenery. Gunung Payung Beach has fine white sand and clear sea water, ideal for swimming and snorkeling. Access to this beach requires a bit of effort by going down a fairly steep staircase, but the beauty of this little-visited beach is worth the effort. The beach is also often a place for those seeking peace and privacy.",-8.802024778,115.1942464,"-8.802024778047464, 115.19424644583222",FALSE,Pantai
108,Patung Satria Gatot Kaca,"https://www.google.com/maps/place/Patung+Satria+Gatot+Kaca/@-8.7443882,115.1608429,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd2440f8fee4add:0xc8da53e970262159!8m2!3d-8.7443882!4d115.1788673!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEIbW9udW1lbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlBlR1J1ZGpoQlJSQULgAQA!16s%2Fg%2F11btvb72pd?entry=ttu",0,4.6,4047,"Jl. Raya Tuban No.1, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361",15000,0,"Park with paved paths & flower beds, plus fountains & a striking statue of mythical hero Gatotkaca.",-8.743433827,115.1788244,"-8.743433827238357, 115.17882442866751",FALSE,Monumen
109,Pantai Karang,"https://www.google.com/maps/place/Pantai+Karang/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd214573b2294d5:0x33316987ae56a9ce!8m2!3d-8.693729!4d115.266016!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11f5dft94s?entry=ttu",0,4.6,5686,"8748+HJC, Jl. Pantai Karang, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80225",25000,2,"Karang Beach is one of the beaches in the Sanur area that is famous for its calm atmosphere and calm sea water, making it ideal for swimming and boating. The beach has a stretch of white sand and a path suitable for walking or cycling along the beach. The sunrise view at Karang Beach is also a major attraction, making it a favorite spot for those looking to enjoy a peaceful morning in Bali.",-8.673076241,115.2601644,"-8.673076241437695, 115.26016441249875",FALSE,Pantai
110,Nusa Dua Beach,"https://www.google.com/maps/place/Nusa+Dua+Beach/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd242d6feba16fd:0x84a7328be1e50953!8m2!3d-8.8004121!4d115.2360119!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5rWDFvM01GZEJFQUXgAQA!16s%2Fg%2F11b69s599v?entry=ttu",0,4.6,6470,"Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali",15000,2,"Nusa Dua Beach, also known as Pantai Mengiat, is a renowned beach in Bali, Indonesia, famed for its pristine white sands, calm waters, and luxurious ambiance. Nestled within the Bali Tourism Development Complex (BTDC), it's a haven for relaxation and leisure, particularly for families.",-8.769452521,115.2326986,"-8.769452521310313, 115.23269859305437",FALSE,Pantai
111,Tugu Peringatan Bom Bali,"https://www.google.com/maps/place/Tugu+Peringatan+Bom+Bali/@-8.7172698,115.1564656,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd246b9a26f15bb:0xc500c6afd79e4c1b!8m2!3d-8.7172698!4d115.17449!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEIbWVtb3JpYWyaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnRhQzF0UTFsQkVBReABAA!16s%2Fg%2F1hm35tf5w?entry=ttu",0,4.6,7757,"Jl. Raya Legian, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361",15000,2,"Striking monument & bombing memorial site with a name wall, floral offerings & a ring of flags.",-8.716272938,115.1744042,"-8.716272938162714, 115.1744042133246",FALSE,Monumen
112,Bali Budaya Cultural Village,"https://www.google.com/maps/place/Bali+Budaya+Cultural+Village/@-8.551392,115.2807808,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23df7d0ac528d:0xe69e7e3b20e1fcdf!8m2!3d-8.5513973!4d115.2833557!16s%2Fg%2F11b73jhpn_?entry=ttu",1,4.6,131,"Jalan Raya Ir. Utami, Br. Batusepih - Kemenuh, Kemenuh, Sukawati, Gianyar Regency, Bali 80582",15000,0,"Bali Budaya Cultural Village is a tourist village that provides an in-depth experience of Balinese culture. The village offers various cultural activities such as traditional dances, handicraft making, and traditional ceremonies. Visitors can learn about the daily life of Balinese people, take part in arts and crafts workshops, and enjoy Balinese culinary specialties. The village also frequently organizes art and cultural performances that showcase the beauty and uniqueness of Balinese traditions. With beautiful surroundings and an atmosphere steeped in Balinese culture, this village is the perfect place to understand more about Bali's cultural heritage.",-8.551201023,115.2833557,"-8.551201023052132, 115.2833557",TRUE,Desa Budaya
113,Monumen Bajra Sandhi,"https://www.google.com/maps/place/Monumen+Bajra+Sandhi/@-8.6717348,115.2158776,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd240f5b0baad2f:0xf67150ab4e009a2c!8m2!3d-8.6717348!4d115.233902!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEIbW9udW1lbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRPWEIxTld0blJSQULgAQA!16s%2Fm%2F0n45qhz?entry=ttu",1,4.6,1457,"Jl. Raya Puputan No.142, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80234",50000,0,"Ornate, landmark monument to the Balinese people, with a grassy surrounding park.",-8.670440843,115.2337304,"-8.670440842842034, 115.23373038263887",TRUE,Monumen
114,Taman Janggan Renon Denpasar,"https://www.google.com/maps/place/Taman+Janggan+Renon+Denpasar/@-8.6731837,115.2348313,17z/data=!4m6!3m5!1s0x2dd2405f4f4f8ab3:0x7b51e01954350a5f!8m2!3d-8.673189!4d115.2374062!16s%2Fg%2F11c5znxwnp?entry=ttu",1,4.6,1709,"Jl. Raya Puputan No.10, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80239",15000,4,"Janggan Park is a city park located in the Renon area, close to the Bajra Sandhi Monument. The park offers a large green space with jogging paths and seating, making it a popular place to exercise or relax. Janggan Park is also a frequent location for community events and art festivals. With its lush trees and cool atmosphere, the park provides a pleasant escape from the hustle and bustle of the city. The park's sculptures and art installations add to its visual appeal and artistic touch.",-8.673008699,115.2374706,"-8.673008698533106, 115.23747059358722",TRUE,Taman
115,Lapangan Puputan Renon,"https://www.google.com/maps/place/Lapangan+Puputan+Renon/@-8.6701573,115.2313809,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd240f51f1412a5:0xa7e549b0b86dc50e!8m2!3d-8.6701626!4d115.2339558!16s%2Fg%2F11bw3dyl5_?entry=ttu",1,4.6,3991,"86HM+WHP, Renon, Denpasar Selatan, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80234",15000,4,"Large, scenic park with grassy fields, a running track & kids' play area, plus a notable monument.",-8.669881535,115.23387,"-8.669881534738092, 115.23386996931418",TRUE,Taman
116,Lapangan Niti Mandala Renon - Monumen Perjuangan Rakyat Bali,"https://www.google.com/maps/place/Lapangan+Niti+Mandala+Renon+-+Monumen+Perjuangan+Rakyat+Bali/@-8.6722175,115.2146779,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd240f44fe23ac1:0x42e00aff575fe573!8m2!3d-8.6722175!4d115.2327023!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEJY2l0eV9wYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5QTURZdFlrMUJFQUXgAQA!16s%2Fg%2F11d_ptmb53?entry=ttu",1,4.6,6331,"86HM+438, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80234",10000,4,"Lapangan Niti Mandala Renon adalah kompleks luas yang mencakup berbagai fasilitas publik, termasuk Monumen Perjuangan Rakyat Bali. Monumen ini didedikasikan untuk mengenang perjuangan rakyat Bali dalam mempertahankan kemerdekaan Indonesia. Lapangan ini sering digunakan untuk upacara kenegaraan, perayaan hari-hari besar, dan aktivitas olahraga. Di sekitar lapangan terdapat jalur pejalan kaki dan jogging yang populer di kalangan penduduk setempat. Monumen dan lapangan ini menjadi simbol penting dari sejarah dan patriotisme masyarakat Bali, serta memberikan ruang terbuka yang vital bagi kegiatan komunitas.",-8.67088112,115.2325307,"-8.670881119658771, 115.23253068263887",TRUE,Taman
117,Taman Werdhi Budaya Art Centre,"https://www.google.com/maps/place/Taman+Werdhi+Budaya+Art+Centre/@-8.6556215,115.215847,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd2408774ac0e19:0xee8eace99d65c91e!8m2!3d-8.6556215!4d115.2338714!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEKYXJ0X2NlbnRlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSUE5VeGxjMkZCRUFF4AEA!16s%2Fg%2F11h84jtrpx?entry=ttu",1,4.6,9122,"Jl. Nusa Indah No.1, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80236",50000,0,Handicraft galleries & an outdoor theater for Balinese dancing amid traditional gates & pavilions.,-8.654666901,115.2335281,"-8.654666900968815, 115.23352812126733",TRUE,Desa Budaya
118,Pantai Pandawa,"https://www.google.com/maps/place/Pantai+Pandawa/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd25b04f214986d:0x7277dbadb45a6499!8m2!3d-8.8454504!4d115.1866116!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F12q4w015p?entry=ttu",1,4.6,42915,"553P+R5G, Jl. Pantai Pandawa, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",15000,2,"Initially, Pandawa Beach was known as Secret Beach because of its hidden location behind a row of rocky hills and overgrown bushes. However, access to it is now more accessible by motor vehicles. The road access deliberately made by cutting through the towering limestone hills makes the scenery around the beach very exotic. On the beachside, the limestone cliffs are hollowed out and carved with beautiful character engravings as the places of the Pandawa Lima in the Mahabharata story.",-8.807453209,115.1901266,"-8.807453209043334, 115.19012657291555",TRUE,Pantai
119,Tanah Lot,"https://www.google.com/maps/place/Tanah+Lot/@-8.621213,114.5100248,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd237824f71deab:0xcaabe270f7e34d69!8m2!3d-8.621213!4d115.086807!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgELc2NlbmljX3Nwb3SaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUndkVGwxTkhoblJSQULgAQA!16zL20vMGJ2NGRo?entry=ttu",1,4.6,92306,"Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82121",75000,0,"Traditional Balinese temple located on a small, rocky island & offering water vistas.",-8.585230276,115.0840604,"-8.585230275613746, 115.08406042638782",TRUE,Titik Pemandangan
120,Gapura Gilimanuk Bali,"https://www.google.com/maps/place/Gapura+Gilimanuk+Bali/@-8.1658393,114.4319942,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd143b1a54bfeaf:0x33c7d3835ee70e79!8m2!3d-8.1658446!4d114.4345691!16s%2Fg%2F11pd2dl106?entry=ttu",0,4.7,49,"RC9Q+V76, Gilimanuk, Kec. Melaya, Kabupaten Jembrana, Bali 82252",15000,0,"The Gilimanuk Gate is the main entrance to Bali from the west, located in the port city of Gilimanuk. This gate marks the border between Bali Island and Java Island and is an important landmark for people entering Bali from Gilimanuk port. The gate is often adorned with traditional Balinese ornaments that reflect local art and culture.",-8.165552548,114.4344511,"-8.165552548324646, 114.43445108280706",FALSE,Monumen
121,Desa Adat PAU,"https://www.google.com/maps/place/Desa+Adat+PAU/@-8.5245865,115.0929183,11z/data=!4m11!1m3!2m2!1sdesa+budaya+bali!6e1!3m6!1s0x2dd2112cfedce9a9:0x1a0214cdc9951d7f!8m2!3d-8.5245865!4d115.3813094!15sChBkZXNhIGJ1ZGF5YSBiYWxpWhIiEGRlc2EgYnVkYXlhIGJhbGmSAQx2aWxsYWdlX2hhbGyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjVlWEo2WjI1blJSQULgAQA!16s%2Fg%2F11c6q5043_?entry=ttu",0,4.7,52,"F9GJ+5G7, Tihingan, Kec. Banjarangkan, Kabupaten Klungkung, Bali 80716",0,0,"Desa Adat Pau is a traditional Balinese village located in the Banjarangkan District, Klungkung Regency, Bali, Indonesia. It is one of the oldest and most well-preserved traditional villages in Bali. The village is known for its unique culture, traditions, and architecture.",-8.507949176,115.3826827,"-8.507949176216965, 115.38268269513834",FALSE,Desa Budaya
122,Pantai Celuk Agung Anturan,"https://www.google.com/maps/place/Pantai+Celuk+Agung+Anturan/@-8.146209,114.4668066,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd19b472eab2067:0xa32ea980e77a4b13!8m2!3d-8.146209!4d115.0435888!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJ0YW1GbFVWSkJFQUXgAQA!16s%2Fg%2F11qmqvzthr?entry=ttu",0,4.7,78,"Jalan Pantai Celuk Agung, Anturan, Kec. Buleleng, Kabupaten Buleleng, Bali 81119",15000,2,"Celuk Agung Anturan Beach is a quiet and hidden beach in Buleleng, Bali. This beach is famous for its fine sand and calm waves, perfect for swimming and relaxing. Around the beach, there are shady trees that add a cool and serene atmosphere. Celuk Agung Anturan Beach is a perfect place to escape the crowd and enjoy the still pristine natural beauty.",-8.110182378,115.0573217,"-8.110182378312869, 115.05732171805445",FALSE,Pantai
123,Pantai Yeh Leh,"https://www.google.com/maps/place/Pantai+Yeh+Leh/@-8.4656667,114.3373489,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd22d6fe1d73dc9:0xe29960050d259e06!8m2!3d-8.4656667!4d114.9141311!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJYYkhKNVUxSjNFQUXgAQA!16s%2Fg%2F11rgkyzmh6?entry=ttu",0,4.7,261,"Jl. Raya Denpasar - Gilimanuk No.16, Selabih, Kec. Selemadeg Bar., Kabupaten Tabanan, Bali 82162",20000,2,"Yeh Leh Beach is one of the beautiful and enchanting beaches in Bali, located in the middle of the border between Tabanan and Jembrana. It is not as popular as other beautiful beaches in Bali such as Kuta Beach, Sanur Beach, and others. This beach with natural stones has a unique appearance that distinguishes Yeh Leh Beach from other beaches, usually, beaches are more synonymous with the beauty of their white sand. However, this Bali tourist spot has thousands, even millions, of natural stones that make Yeh Leh Beach different from other beaches in general. Besides having a beach with very clear water, this Bali tourist spot has the beauty of stones that are very mesmerizing and captivating to the eyes of its visitors. With its still very pristine and natural beach, Yeh Leh Beach can also be a tourist destination for those who love fishing.",-8.432386228,114.9072647,"-8.432386228233288, 114.90726465347115",FALSE,Pantai
124,Pura Jagatnatha Jembrana,"https://www.google.com/maps/place/Pura+Jagatnatha+Jembrana/@-8.3589742,114.6356643,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1620c6ec83cc9:0xb6d434b38f480bb6!8m2!3d-8.3589795!4d114.6382392!16s%2Fg%2F11c71d77m4?entry=ttu",0,4.7,349,"Jl. Sudirman, Dauhwaru, Kec. Negara, Kabupaten Jembrana, Bali 82218",15000,0,"Jagatnatha Jembrana Temple is a temple dedicated to the worship of Sang Hyang Widhi Wasa, located in Jembrana, Bali. This temple has beautiful traditional Balinese architecture with a gate and a spacious courtyard. Jagatnatha Temple often becomes the center of religious activities and traditional ceremonies in Jembrana, attracting many visitors and pilgrims every year.",-8.35879374,114.6382285,"-8.358793739908377, 114.63822847116427",FALSE,Pura
125,Patung Catur Muka,"https://www.google.com/maps/place/Patung+Catur+Muka/@-8.6490945,115.199541,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd240993f2d6781:0x4cae42f415506e2!8m2!3d-8.6559667!4d115.2169412!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEJc2N1bHB0dXJlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5QY0dSdFZsTm5FQUXgAQA!16s%2Fg%2F11b7dyntz6?entry=ttu",0,4.7,624,"86V8+JQ8, Dangin Puri Kauh, Kec. Denpasar Utara, Kota Denpasar, Bali 80232",15000,0,"The Catur Muka Statue is a statue depicting the god Brahma in a four-faced form, symbolizing diversity and complexity in Hinduism. This statue is located in the Kuta area, Bali, and often becomes an attractive object for tourists to visit and photograph. Catur Muka symbolizes aspects of Sang Hyang Widhi Wasa in Hindu belief and is an important part of worship and offerings in Bali.",-8.654546369,115.2164496,"-8.654546369264162, 115.21644964509545",FALSE,Patung
126,Nista mandala pura luhur rambut siwi,"https://www.google.com/maps/place/Nista+mandala+pura+luhur+rambut+siwi/@-8.4031289,114.7632826,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd17de151e402bd:0xd4caff9a8c2a6e0f!8m2!3d-8.4031342!4d114.7658575!16s%2Fg%2F11hbqm80pf?entry=ttu",0,4.7,778,"Yeh Embang Kangin, Kec. Mendoyo, Kabupaten Jembrana, Bali 82261",15000,0,A large temple on cliffs above the Indian Ocean with gardens and tiered Balinese temples.,-8.402937847,114.7657824,"-8.402937847337943, 114.76578239814995",FALSE,Pura
127,Monumen Puputan Klungkung,"https://www.google.com/maps/place/Monumen+Puputan+Klungkung/@-8.5348317,115.3853826,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd21115417757ef:0x65cee18cf0be2c07!8m2!3d-8.5348317!4d115.403407!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEIbW9udW1lbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkNjWFZVYTB0bkVBReABAA!16s%2Fg%2F11ckwc297p?entry=ttu",0,4.7,799,"FC83+397, Semarapura Tengah, Kec. Klungkung, Kabupaten Klungkung, Bali 80761",15000,0,"The Puputan Klungkung Monument is a historical landmark located in Klungkung, Bali. This monument is dedicated to commemorating the Puputan Klungkung event in 1908, where the king and royal officials of Klungkung performed a puputan (fight to the death) as a form of resistance against the Dutch invaders.",-8.533622155,115.403407,"-8.533622155482012, 115.4034070440104",FALSE,Monumen
128,Pantai Nunggalan,"https://www.google.com/maps/place/Pantai+Nunggalan/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd25a914ff1dc61:0xcc343fbccba7e24a!8m2!3d-8.8454398!4d115.1110316!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5YTURWaE4xcG5FQUXgAQA!16s%2Fg%2F11bccgrsys?entry=ttu",0,4.7,874,"Jl. Batu Nunggalan, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali",15000,2,"Pantai Nunggalan is a secluded beach located in the Pecatu area of South Bali, Indonesia. It is known for its stunning natural beauty, including white sand, clear blue water, and dramatic cliffs. The beach is a popular spot for swimming, sunbathing, and surfing.",-8.810167395,115.1200887,"-8.810167394661656, 115.12008873333235",FALSE,Pantai
